id,text
468,"Infants have a high need for fluids, 1.5 milliliters per kilocalorie consumed compared to 1.0 milliliters per kilocalorie consumed for adults. This is because children have larger body surface area per unit of body weight and a reduced capacity for perspiration. Therefore, they are at greater risk of dehydration. However, parents or other caregivers can meet an infant’s fluid needs with breast milk or formula. As solids are introduced, parents must make sure that young children continue to drink fluids throughout the day."
469,"The medical term for the process of producing and secreting breast milk. Lactation9 is the process that makes breastfeeding possible, and is the synthesis and secretion of breast milk. Early in a woman’s pregnancy, her mammary glands begin to prepare for milk production. Hormones play a major role in this, particularly during the second and third trimesters. At that point, levels of the"
470,"hormone prolactin increase to stimulate the growth of the milk duct system, which initiates and maintains milk production. Levels of the hormone oxytocin also rise to promote the release of breast milk when the infant suckles, which is known as the milk ejection reflex. However, levels of the hormone progesterone need to decrease for successful milk production, because progesterone inhibits milk secretion. Shortly after birth, the expulsion of the placenta triggers progesterone levels to fall, which activates lactation.King, J. “Contraception and Lactation: Physiology of Lactation.” Journal of Midwifery and Women’s Health 52, no. 6 (2007): 614–20. © 2007 Elsevier Science, Inc."
471,"A yellow fluid produced in a mother’s breasts during the first few days after delivery, prior to milk production. Proteins produced by plasma cells that function as antibodies. In infancy, immunoglobulins pass from mother to infant via breast milk and provide passive immunity for the baby. Colostrum10 is produced immediately after birth, prior to the start of milk production, and lasts for several days after the arrival of the baby. Colostrum is thicker than breast milk, and is yellowish or creamy in color. This protein-rich liquid fulfills an infant’s nutrient needs during those early days. Although low in volume, colostrum is packed with concentrated nutrition for newborns. This special milk is high in fat-soluble vitamins, minerals, and immunoglobulins11 (antibodies) that pass from the mother to the baby. Immunoglobulins provide passive immunity for the newborn and protect the baby from bacterial and viral diseases.American Pregnancy Association. “Breastfeeding: Overview.” Last updated January 2012. http://www.americanpregnancy.org/firstyearoflife/breastfeedingoverview.htm."
472,"Mature milk is the final fluid that a new mother produces. In most women, it begins to secrete at the end of the second week postchildbirth. There are two types of mature milk that appear during a feeding. Foremilk occurs at the beginning and includes water, vitamins, and protein. Hind-milk occurs after the initial release of milk and contains higher levels of fat, which is necessary for weight gain. Combined, these two types of milk ensure that a baby receives adequate nutrients to grow and develop properly.American Pregnancy Association. “Breastfeeding: Overview.” Last updated January 2012. http://www.americanpregnancy.org/ firstyearoflife/breastfeedingoverview.htm."
473,"Breastfeeding has a number of other important benefits. It is easier for babies to digest breast milk than bottle formula, which contains proteins made from cow’s milk that require an adjustment period for infant digestive systems. Breastfed infants are sick less often than bottle-fed infants. Breastfeeding is more sustainable and results in less plastic waste and other trash. Breastfeeding can also save families money because it does not incur the same cost as purchasing formula. Other benefits include that breast milk is always ready. It does not have to be mixed, heated, or prepared. Also, breast milk is sterile and is always at the right temperature."
474,"Powder that requires mixing with water. This is the least expensive type of formula. Concentrates, which are liquids that must be diluted with water. This type is slightly more expensive. Ready-to-use liquids that can be poured directly into bottles. This is the most expensive type of formula. However, it requires the least amount of preparation. Ready-to-use formulas are also convenient for traveling."
475,"Formula contains more iron than breast milk, but it is not absorbed as easily. The feces that babies produce do not smell because breastfed infants have different bacteria in the gut. The feces that bottle-fed infants produce tends to have a foul-smelling odor."
476,"Breast milk is always available and is always at the correct temperature. Formula must be prepared, refrigerated for storage, and warmed before it is given to an infant."
477,"An involuntary reflex that causes infants to push food out of their mouths with their tongues. Infants should be breastfed or bottle-fed exclusively for the first six months of life according to the WHO. (The American Academy of Pediatrics recommends breast milk or bottle formula exclusively for at least the first four months, but ideally for six months.) Infants should not consume solid foods prior to six months because solids do not contain the right nutrient mix that infants need. Also, eating solids may mean drinking less breast milk or bottle formula. If that occurs, an infant may not consume the right quantities of various nutrients. If parents try to feed an infant who is too young or is not ready, their tongue will push the food out, which is called an extrusion reflex12. After six months, the suck-swallow reflexes are not as"
478,"With the introduction of solid foods, young children begin to learn how to handle food and how to feed themselves. At six to seven months, infants can use their whole hand to pick up items (this is known as the palmer grasp13). They can lift larger items, but picking up smaller pieces of food is difficult. At eight months, a child might be able to use a pincer grasp14, which uses fingers to pick up objects. After the age of one, children slowly begin to use utensils to handle their food. Unbreakable dishes and cups are essential, since very young children may play with them or throw them when they become bored with their food."
479,"A grip that involves picking up an object with the whole hand. A grip that involves picking up an object with the fingers. Heating an infant’s food presents a risk of accidental injury or burns, which may occur if the food is heated unevenly or excessively. Keep in mind that an infant cannot communicate that the food is too hot. Also, parents and caregivers should never leave a baby alone at mealtime, because an infant can accidentally choke on pieces of food that are too big or have not been adequately chewed. Raw honey and corn syrup both contain spores of Clostridium botulinum. They produce a poisonous toxin in a baby’s intestines, which can cause the foodborne illness botulism. After the age of one, it is safe to give an infant honey or corn syrup. However, honey as an"
480,"A dental disorder characterized by decay within the primary teeth. Primary teeth are at risk for a disorder known as early childhood caries15 from breast milk, formula, juice, or other drinks fed through a bottle. Liquids can build"
481,"up in a baby’s mouth, and the natural or added sugars lead to decay. Early childhood caries is caused not only by the kinds of liquids given to an infant, but also by the frequency and length of time that fluids are given. Giving a child a bottle of juice or other sweet liquids several times each day, or letting a baby suck on a bottle longer than a mealtime, either when awake or asleep, can also cause early childhood caries. In addition, this practice affects the development and position of the teeth and the jaw. The risk of early childhood caries continues into the toddler years as children begin to consume more foods with a high sugar content. Therefore, parents should avoid giving their children sugary snacks and beverages."
482,"A disorder that occurs when stomach acid rises into the esophagus. In infancy, it is characterized by coughing, choking, or vomiting after feeding. Infant constipation—which is the passage of hard, dry bowel movements, but not necessarily the absence of daily bowel movements—is another common problem. This condition frequently begins when a baby transitions from breast milk to formula or begins eating solid foods. Pediatricians can provide the best guidance for handling the problem. Common recommendations include applying a small amount of water-based lubricant to an infant’s anus to ease the passage of hard stools, and feeding an infant on solid foods pureed pears or prunes, or providing barley cereal in place of rice cereal.Mayo Clinic. “Infant and Toddler Health.” March 16, 2011. © 1998–2012 Mayo Foundation for Medical Education and Research. http://www.mayoclinic.com/health/infant-and-toddler-health/MY00362. Parents"
483,"There is no definitive explanation for colic. Often, colic occurs when a child is unusually sensitive to stimulation. In breastfeeding babies, colic can be a sign of sensitivity to the mother’s diet. Lactating mothers can try to eliminate caffeine, chocolate, and any other potentially irritating foods from their meals.Medline Plus, a service of the US National Library of Medicine. “Colic and Crying.” Last updated August 2, 2011. http://www.nlm.nih.gov/medlineplus/ency/article/000978.htm. However, since colic usually subsides over time, any improvement that occurs with food elimination may conincide with the natural healing process."
484,"Newborn jaundice17 is another potential problem during infancy. This condition can occur within a few days of birth and is characterized by yellowed skin or yellowing in the whites of the eyes, which can be harder to detect in dark-skinned babies. Jaundice typically appears on the face first, followed by the chest, abdomen, arms, and legs. This disorder is caused by elevated levels of bilirubin in a baby’s bloodstream. Bilirubin is a substance created by the breakdown of red blood cells and is removed by the liver. Jaundice develops when a newborn’s liver does not efficiently remove bilirubin from the blood. There are several types of jaundice associated with newborns:"
485,"condition that persists after physiologic jaundice subsides in otherwise healthy babies and can last for three to twelve weeks after birth. Breast-milk jaundice tends to be genetic and there is no known cause, although it may be linked to a substance in the breast milk that blocks the breakdown of bilirubin. However, that does not mean breastfeeding should be stopped. As long as bilirubin levels are monitored, the disorder rarely leads to serious complications. Breastfeeding jaundice. Occurs when an infant does not get enough milk. This may happen because a newborn does not get a good start breastfeeding, does not latch on to the mother’s breast properly, or is given other substances that interfere with breastfeeding (such as juice). Treatment includes increased feedings, with help from a lactation consultant to ensure that the baby takes in adequate amounts."
486,"A condition that can occur within a few days of birth and is characterized by yellowed skin or yellowing in the whites of the eyes. Newborn jaundice is more common in a breastfed baby and tends to last a bit longer. If jaundice is suspected, a pediatrician will run blood tests to measure the amount of bilirubin in an infant’s blood. Treatment often involves increasing the number of feedings to increase bowel movements, which helps to excrete bilirubin. Within a few weeks, as the baby begins to mature and red blood cell levels diminish, jaundice typically subsides with no lingering effects.American Pregnancy Association. “Breastfeeding and Jaundice.” © 2000–2012 American Pregnancy"
487,"Parents and other caregivers should use growth charts to track an infant’s development and determine how to best meet their child’s nutritional needs. For the first four to six months of life, children should consume breast milk exclusively. For the next six months, solid foods should be introduced gradually into an infant’s diet as parents and caregivers continue to provide breast milk. Breast milk is ideal for infants and provides all of the nutrients they need to grow and develop. Breastfeeding provides a number of benefits for both a mother and her infant. For babies, breast milk boosts the immune system to protect against disease. For mothers, breastfeeding has several health benefits, such as reducing the risk of breast cancer and ovarian cancer. For both, breastfeeding promotes an emotional bond between mother and child. Some problems related to food and nutrition that may occur during infancy include overnutrition, early childhood caries, gastroesophageal reflux, diarrhea, constipation, and colic."
488,Explore the introduction of solid foods into a toddler’s diet. Examine feeding problems that parents and caregivers may face with their toddlers.
489,"1 slice of bread, plus ⅓ cup of cereal, and ¼ cup of cooked whole-grain rice or pasta 1 ounce of lean meat or chicken, plus one egg 1 ounce of fish, plus ¼ cup of cooked beans"
490,"1 cup of fat-free or low-fat milk, plus 2 slices of cheese 1 cup of fat-free or low-fat milk, plus 1 cup of yogurt"
491,"For carbohydrate intake, the Acceptable Macronutrient Distribution Range (AMDR) is 45 to 65 percent of daily calories (113 to 163 grams for 1,000 daily calories). Toddlers’ needs increase to support their body and brain development. Brightly- colored unrefined carbohydrates, such as peas, orange slices, tomatoes, and bananas are not only nutrient-dense, they also make a plate look more appetizing and appealing to a young child. The RDA of protein is 5 to 20 percent of daily calories (13 to 50 grams for 1,000 daily calories). The AMDR for fat for toddlers is 30 to 40 percent of daily calories (33 to 44 grams for 1,000 daily calories). Essential fatty acids are vital for the development of the eyes, along with nerve and other types of tissue. However, toddlers should not consume foods with high amounts of trans fats and saturated fats. Instead, young children require the equivalent of 3 teaspoons of healthy oils, such as canola oil, each day."
492,"According to the American Academy of Pediatrics, toddlers and children of all ages need 600 international units of vitamin D per day. Vitamin D-fortified milk and cereals can help to meet this need. However, toddlers who do not get enough of this micronutrient should receive a supplement. Pediatricians may also prescribe a fluoride supplement for toddlers who live in areas with fluoride-poor water. Iron deficiency is also a major concern for children between the ages of two and three. You will learn about iron-deficiency anemia later in this section."
493,"During the toddler years, parents may face a number of problems related to food and nutrition. Possible obstacles include difficulty helping a young child overcome a fear of new foods, or fights over messy habits at the dinner table. Even in the face of problems and confrontations, parents and other caregivers must make sure their preschooler has nutritious choices at every meal. For example, even if a child stubbornly resists eating vegetables, parents should continue to provide them. Before long, the child may change their mind, and develop a taste for foods once abhorred. It is important to remember this is the time to establish or reinforce healthy habits."
494,A behavior exhibited by a young child who insists upon eating the same foods over and over again. To prevent or address toddler obesity parents and caregivers can do the following:
495,"Eat at the kitchen table instead of in front of a television to monitor what and how much a child eats. Offer a child healthy portions. The size of a toddler’s fist is an appropriate serving size. Plan time for physical activity, about sixty minutes or more per day. Toddlers should have no more than sixty minutes of sedentary activity, such as watching television, per day."
496,"A condition characterized by inadequate hemoglobin in the blood due to low iron levels. There are steps that parents and caregivers can take to prevent iron-deficiency anemia, such as adding more iron-rich foods to a child’s diet, including lean meats, fish, poultry, eggs, legumes, and iron-enriched whole-grain breads and cereals. A toddler’s diet should provide 7 to 10 milligrams of iron daily. Although milk is critical for the bone-building calcium that it provides, intake should not exceed the RDA to avoid displacing foods rich with iron. Children may also be given a daily supplement, using infant vitamin drops with iron or ferrous sulfate drops. If iron-"
497,"As with adults, a variety of conditions or circumstances may give a toddler diarrhea. Possible causes include bacterial or viral infections, food allergies, or lactose intolerance, among other medical conditions. Excessive fruit juice consumption (more than one 6-ounce cup per day) can also lead to diarrhea.American Academy of Pediatrics, Committee on Nutrition 1999–2000. “The Use and Misuse of Fruit Juice in Pediatrics.” Pediatrics 119, no. 2 (February 2007): 405. doi:10.1542/peds.2006-3222. Diarrhea presents a special concern in young children because their small size makes them more vulnerable to dehydration. Parents should contact a pediatrician if a toddler has had diarrhea for more than twenty-four hours, if a child is also vomiting, or if they exhibit signs of dehydration, such as a dry mouth or tongue, or sunken eyes, cheeks, or abdomen. Preventing or treating dehydration in toddlers includes the replacement of lost fluids and electrolytes (sodium and potassium). Oral rehydration therapy, or giving special fluids by mouth, is the most effective measure."
498,"Eating habits develop early in life. They are typically formed within the first few years and it is believed that they persist for years, if not for life. So it is important for parents and other caregivers to help children establish healthy habits and avoid problematic ones. Children begin expressing their preferences at an early age. Parents must find a balance between providing a child with an opportunity for self- expression, helping a child develop healthy habits, and making sure that a child meets all of their nutritional needs. Following Ellyn Satter’s division of responsibility in feeding (see above) can help a child eat the right amount of food, learn mealtime behavior, and grow at a healthy and predictable rate."
499,"By the toddler years, young children are able to self-feed and begin to develop eating habits and preferences. The energy requirements for ages two to three are about 1,000 to 1,400 calories per day, and in general, a toddler needs to consume about 40 calories for every inch of height. Growth slows during the toddler years, but children are more active at this stage and undergo a great deal of intellectual, emotional, and social development. Some food- and nutrition-related problems that can occur during the toddler years include choking, picky eating, food jags, early childhood caries, iron-deficiency anemia, and toddler diarrhea."
500,"Create a chart that compares the energy requirements and fluid recommendations for the following phases: the second trimester of pregnancy, the third trimester of pregnancy, the first six months of lactation, and the second six months of lactation. Visit a store and study the labels of three different brands of infant formula. Record the nutrition facts for each brand, such as the calories, amount of carbohydrates, amount of protein, and so on. Research ways to adjust the behavior of picky eaters at this website: http://www.healthychildren.org. Then, create a list of four to five tips for parents of toddlers. Apply Ellyn Satter’s division of responsibility as you create your suggestions."
501,"Plan a day’s worth of meals for a pregnant woman that contain the RDA of vitamin C. To help determine the vitamin C content in foods, visit the USDA National Nutrient Database: http://www.nal.usda.gov/fnic/ foodcomp/search. Create a brochure or plan a peer-to-peer campaign that encourages pregnant women to breastfeed their newborns and includes the major benefits of this practice."
502,"How might statistics regarding unplanned pregnancies relate to the recommendation that all women should regularly take a multivitamin with folic acid? Use your knowledge of the impact of folate to explain your response. Write a short speech that you would give to local government officials to recommend ways that they can promote and support the practice of breastfeeding in your community. Or prepare an email or letter to explain to a friend or family member why you have made the choice to breastfeed your child or to support your partner in the practice of breastfeeding. Visit http://www.healthychildren.org and research ways to introduce solid foods into an infant’s diet. Then create an eating plan to help parents gradually introduce solids to their babies, beginning at the age of six months."
503,Identify and define the different stages of the human life cycle. Explain how the human body develops from childhood through the elderly years.
504,"As discussed in Chapter 12 ""Nutrition through the Life Cycle: From Pregnancy to the Toddler Years"", all people need the same basic nutrients—essential amino acids, carbohydrates, essential fatty acids, and twenty-eight vitamins and minerals—to maintain life and health. However, the amounts of needed nutrients change as we pass from one stage of the human life cycle to the next. Young children require a higher caloric intake relative to body size to facilitate physical and mental development. On the other hand, inactive senior citizens need fewer calories than other adults to maintain their weight and stay healthy. Psychological,"
505,"emotional, and social issues over the span of a human       life can also influence diet and nutrition. For example, peer pressure during adolescence can greatly affect the nutritional choices a teenager makes. Therefore, it is important to weigh a number of considerations when examining how nutrient needs change. In this chapter, we will focus on diet, nutrition, and the human life cycle from the remainder of childhood into the elderly years."
506,"The onset of puberty1 is the beginning of adolescence2, and is the bridge between the childhood years and young adulthood. Medically, adolescence is defined as the period between ages eleven and fourteen for girls and between twelve to fifteen for boys. For the purpose of discussing the influence of nutritional choices during the life cycle, this text will follow the 2010 Dietary Guidelines for Americans, which divides the adolescent years into two stages: ages nine to thirteen, or puberty, and ages fourteen to eighteen, or late adolescence. We will discuss puberty first. Some of the important physiological changes that take place during this stage include the development of primary sex characteristics, or the reproductive organs, along with the onset of menstruation in females. This life stage is also characterized by the appearance of secondary sex characteristics, such as the growth of facial and body hair, the development of breasts in girls, and the deepening of the voice in boys. Other physical changes include rapid growth and alterations in body proportions.Elaine U. Polan, RNC, MS and Daphne R. Taylor, RN, MS, Journey Across the Life Span: Human Development and Health Promotion (Philadelphia: F. A. Davis Company, 2003), 170–71. All of these changes, as well as the accompanying mental and emotional adjustments, should be supported with sound nutrition."
507,"The period of the human life cycle between ages nine to thirteen, nutritionally speaking. The period of the human life cycle between ages fourteen to eighteen, nutritionally speaking. The Dietary Guidelines defines the next phase of the human life cycle, late adolescence, as the period from ages fourteen to eighteen. After puberty, the rate of physical growth slows down. Girls stop growing taller around age sixteen, while boys continue to grow taller until ages eighteen to twenty. One of the psychological and emotional changes that takes place during this life stage includes the desire for independence as adolescents develop individual identities apart from their families.Elaine U. Polan, RNC, MS and Daphne R. Taylor, RN, MS, Journey Across the Life Span: Human Development and Health Promotion (Philadelphia: F. A. Davis Company, 2003), 171–76. As teenagers make more and more of their dietary decisions, parents or other caregivers and authority figures should guide them toward appropriate, nutritious choices."
508,"In addition, disorders of the nervous system can have profound effects. Dementia3 is the umbrella term for changes in the normal activity of the brain. Elderly adults who suffer from dementia may experience memory loss, agitation, and delusions. One in eight people over age sixty-four and almost half of all people over eighty-five suffer from the brain disorder Alzheimer’s disease, which is the most common form of dementia.American Medical Association, Complete Guide to Prevention and Wellness (Hoboken, NJ: John Wiley & Sons, Inc., 2008), 421. Neurological disorder and psychological conditions, such as depression, can influence attitudes toward food, along with the ability to prepare or ingest food. They might lead some adults to overindulge to compensate for stress or emotions that are difficult to handle. Other adults might eat less or pay less attention to their diet and nutritional needs. Elderly adults may also need guidance from dietitians and health-care professionals to make the best dietary choices for this stage of life."
509,"The human body constantly changes throughout the life cycle, from childhood into adulthood and old age. Proper nutrition and physical activity ensure health and wellness at each stage of the human life cycle."
510,"At this life stage, a healthy diet facilitates physical and mental development and helps to maintain health and wellness. School-aged children experience steady, consistent growth, with an average growth rate of 2–3 inches (5–7 centimeters) in height and 4.5–6.5 pounds (2–3 kilograms) in weight per year. In addition, the rate of growth for the extremities is faster than for the trunk, which results in more adult-like proportions. Long-bone growth stretches muscles and ligaments, which results in many children experiencing “growing pains,” at nighttime in particular.Elaine U. Polan, RNC, MS and Daphne R. Taylor, RN, MS, Journey Across the Life   "
511,"A number of factors can influence children’s eating habits and attitudes toward food. Family environment, societal trends, taste preferences, and messages in the media all impact the emotions that children develop in relation to their diet. Television commercials can entice children to consume sugary products, fatty fast- foods, excess calories, refined ingredients, and sodium. Therefore, it is critical that parents and caregivers direct children toward healthy choices."
512,"Ovo-vegetarians. Ovo-vegetarians eat eggs, but do not eat any other animal products. Lacto-ovo-vegetarians. Lacto-ovo-vegetarians eat eggs and dairy products, but do not eat any meat. Lacto-vegetarians. Lacto-vegetarians eat dairy products, but do not eat any other animal products. Vegans. Vegans eat food only from plant sources, no animal products at all."
513,"A life-threatening, extreme immune response to a food allergen. Anaphylaxis can result in difficulty breathing, swelling in the mouth and throat, decreased blood pressure, shock, and death. As discussed in Chapter 12 ""Nutrition through the Life Cycle: From Pregnancy to the Toddler Years"", the development of food allergies is a concern during the toddler years. This remains an issue for school-aged children. Recent studies show that three million children under age eighteen are allergic to at least one type of food.American Academy of Allergy, Asthma and Immunology. “Allergy Statistics.” Accessed on March 5, 2012. http://www.aaaai.org/about-the-aaaai/newsroom/ allergy-statistics.aspx. Some of the most common allergenic foods include peanuts, milk, eggs, soy, wheat, and shellfish. An allergy occurs when a protein in food triggers an immune response, which results in the release of antibodies, histamine, and other defenders that attack foreign bodies. Possible symptoms include itchy skin, hives, abdominal pain, vomiting, diarrhea, and nausea. Symptoms usually develop within minutes to hours after consuming a food allergen. Children can outgrow a food allergy, especially allergies to wheat, milk, eggs, or soy."
514,"The recommended intakes of macronutrients and micronutrients for children are higher relative to body size compared with nutrient needs during adulthood. Also, children’s daily energy needs vary depending on their level of physical activity and their gender. Girls ages four to eight require 1,200 to 1,800 calories, while boys ages four to eight need 1,200 to 2,000 calories. Some food- and nutrition-related problems that can affect school-aged children include malnutrition, food allergies, food intolerances, and lead toxicity."
515,Discuss the most important nutrition-related concerns at the onset of puberty. Discuss the growing rates of childhood obesity and the long-term consequences of it.
516,"Key vitamins needed during puberty include vitamins D, K, and B12. Adequate calcium intake is essential for building bone and preventing osteoporosis later in life. Young females need more iron at the onset of menstruation, while young males need additional iron for the development of lean body mass. Almost all of these needs should be met with dietary choices, not supplements (iron is an exception). Table 13.2 ""Micronutrient Levels during Puberty"" shows the micronutrient recommendations for young adolescents."
517,"Children need adequate caloric intake for growth, and it is important not to impose very restrictive diets. However, exceeding caloric requirements on a regular basis can lead to childhood obesity, which has become a major problem in North America. Nearly one of three US children and adolescents are overweight or obese.Let’s Move. “Learn the Facts.” Accessed March 5, 2012. http://www.letsmove.gov/learn-facts/epidemic- childhood-obesity. In Canada, approximately 26 percent of children and adolescents are overweight or obese.Childhood Obesity Foundation. “Statistics.” Accessed March 5, 2012. http://www.childhoodobesityfoundation.ca/statistics."
518,"During puberty, preteens experience growth spurts, along with the development of primary and secondary sex characteristics. The daily energy requirements for preteens differ according to gender, growth, and activity level. Girls ages nine to thirteen should consume 1,400 to 2,200 calories per day, and boys should consume 1,600 to 2,600 calories per day."
519,"A behavioral condition that involves extreme attitudes and behaviors toward food and nutrition. These disorders are characterized by overeating or undereating, and include anorexia nervosa, binge-eating disorder, and bulimia nervosa. Anorexia Nervosa. Anorexia nervosa is a potentially fatal condition characterized by undereating and excessive weight loss. People with this disorder are preoccupied with dieting, calories, and food intake to an unhealthy degree. Anorexics have a poor body image, which leads to anxiety, avoidance of food, a rigid exercise regimen, fasting, and a denial of hunger. The condition predominantly affects females. Between 0.5 and 1 percent of American women and girls suffer from this eating disorder. Binge-Eating Disorder. People who suffer from binge-eating disorder experience regular episodes of eating an extremely large amount of food in a short period of time. Binge eating is a compulsive behavior, and people who suffer from it typically feel it is beyond their control. This behavior often causes feelings of shame and embarrassment, and leads to obesity, high blood pressure, high cholesterol levels, Type 2 diabetes, and other health problems. Both males and females suffer from binge-eating disorder. It affects 1 to 5 percent of the population. Bulimia Nervosa. Bulimia nervosa is characterized by alternating cycles of overeating and undereating. People who suffer from it partake in binge eating, followed by compensatory behavior, such as self-induced vomiting, laxative use, and compulsive exercise. As with anorexia, most people with this condition are female. Approximately 1 to 2 percent of American women and girls have this eating disorder.National Eating Disorders Association. “Learn Basic Terms and Information on a Variety of Eating Disorder Topics.” Accessed March 5,"
520,"Older adolescents experience numerous physical changes and must increase their energy intake to support these changes and meet nutrient needs. Nutrient needs are greater during adolescence than at any other time in the life cycle, except during pregnancy. The daily energy requirements for ages fourteen to eighteen are 1,800 to 2,400 calories for girls, and 2,000 to 3,200 calories for boys, depending on activity level."
521,"Good nutrition during the young adult years can help to support gastrointestinal integrity and prevent digestive disorders, such as constipation and diarrhea. Dietary fiber helps bind indigestible food together and normalize bowel"
522,"Young adults typically have reached their physical peak and can support health and wellness with adequate nutrition and exercise. For ages nineteen to thirty, the daily energy requirements are 1,800 to 2,400 calories for women and 2,400 to 3,000 calories for men, depending on activity level. Nutritional concerns for young adults include adequate energy and fluid intake, sodium intake, and the consumption of fiber. Young adults should avoid consuming solid fats, added sugars, and alcohol in excess."
523,"During this stage of the human life cycle, adults begin to experience the first outward signs of aging. Wrinkles begin to appear, joints ache after a highly active day, and body fat accumulates. There is also a loss of muscle tone and elasticity in the connective tissue.Elaine U. Polan, RNC, MS and Daphne R. Taylor, RN, MS, Journey Across the Life Span: Human Development and Health Promotion (Philadelphia: F. A. Davis Company, 2003), 212–213. Throughout the aging process, good nutrition can help middle-aged adults maintain their health and recover from any medical problems or issues they may experience."
524,"The use of dietary practices to reduce disease and promote health and well-being. In the middle-aged years, women undergo a specific change that has a major effect on their health. They begin the process of menopause, typically in their late forties or early fifties. The ovaries slowly cease to produce estrogen and progesterone, which results in the end of menstruation. Menopausal symptoms can vary, but"
525,"consuming a variety of whole grains, and other nutrient-dense foods maintaining a diet high in fiber, low in fat, and low in sodium avoiding caffeine, spicy foods, and alcohol to help prevent hot flashes eating foods rich in calcium, or taking physician-prescribed calcium supplements and vitamin D"
526,"Middle-aged adults begin to experience signs of aging and must continue to support their health and wellness with nutrition and exercise. The daily energy requirements for ages thirty-one to fifty are 1,800 to 2,200 calories for women and 2,200 to 3,000 calories for men, depending on activity level. Nutritional concerns for middle-aged adults relate to menopause and the prevention of chronic disease."
527,Discuss the most important nutrition-related concerns during the senior years. Discuss the influence of diet on health and wellness in old age.
528,"Due to reductions in lean body mass and metabolic rate, older adults require less energy than younger adults. The energy requirements for people ages fifty-one and over are 1,600 to 2,200 calories for women and 2,000 to 2,800 calories for men, depending on activity level. The decrease in physical activity that is typical of older adults also influences nutritional requirements."
529,"The AMDRs for carbohydrates, protein, and fat remain the same from middle age into old age (see Section 13.5 ""Young Adulthood and Nutrition"" of this chapter for specifics). Older adults should substitute more unrefined carbohydrates for refined ones, such as whole grains and brown rice. Fiber is especially important in preventing constipation and diverticulitis, and may also reduce the risk of colon cancer. Protein should be lean, and healthy fats, such as omega-3 fatty acids, are part of any good diet."
530,"An increase in certain micronutrients can help maintain health during this life stage. The recommendations for calcium increase to 1,200 milligrams per day for both men and women to slow bone loss. Also to help protect bones, vitamin D recommendations increase to 10–15 micrograms per day for men and women. Vitamin B6 recommendations rise to 1.7 milligrams per day for older men and 1.5 milligrams per day for older women to help lower levels of homocysteine and protect against cardiovascular disease. As adults age, the production of stomach acid can decrease and lead to an overgrowth of bacteria in the small intestine. This can affect the absorption of vitamin B12 and cause a deficiency. As a result, older adults need more B12 than younger adults, and require an intake of 2.4 micrograms per day, which helps promote healthy brain functioning. For elderly women, higher iron levels are no longer needed postmenopause and recommendations decrease to 8 milligrams per day. People over age fifty should eat foods rich with all of these micronutrients."
531,"Minimum concentration at which taste sensitivity to a food or substance can be perceived. Some older adults have difficulty getting adequate nutrition because of the disorder dysphagia, which impairs the ability to swallow. Any damage to the parts of the brain that control swallowing can result in dysphagia, therefore stroke is a common cause. Dysphagia is also associated with advanced dementia because of overall brain"
532,"A condition that affects the elderly and is characterized by poor food intake. In addition to concerns about obesity among senior citizens, being underweight can be a major problem. A condition known as the anorexia of aging9 is characterized by poor food intake, which results in dangerous weight loss. This major health problem among the elderly leads to a higher risk for immune deficiency, frequent falls, muscle loss, and cognitive deficits. Reduced muscle mass and physical activity"
533,"mean that older adults need fewer calories per day to maintain a normal weight. It is important for health care providers to examine the causes for anorexia of aging among their patients, which can vary from one individual to another. Understanding why some elderly people eat less as they age can help health-care professionals assess the risk factors associated with this condition. Decreased intake may be due to disability or the lack of a motivation to eat. Also, many older adults skip at least one meal each day. As a result, some elderly people are unable to meet even reduced energy needs."
534,"As adults age, physical changes impact nutrient needs and can result in deficiencies. The daily energy requirements for adults ages fifty-one and over are 1,600 to 2,200 calories for women and 2,000 to 2,800 calories for men, depending on activity level. Older adults are more susceptible to medical problems, such as disability and disease, which can impact appetite, the ability to plan and prepare food, chewing and swallowing, self-feeding, and general nutrient intake. A nutrient-dense, plant-based diet can help prevent or support the healing of a number of disorders that impact the elderly, including macular degeneration and arthritis."
535,"Visit http://www.health.gov/paguidelines/guidelines/default.aspx to study the 2008 Physical Activity Guidelines for Americans. Then create a chart that suggests physical activities for teens, young adults, and middle-aged adults, and includes the amount of physical activity recommended for each group per week. How do the physical changes that a preteen experiences during puberty relate to changing nutrient needs? Hold a small group discussion to talk about puberty and nutrition. Research ways to help an older adult who suffers from poor intake to get enough nutrients at the following website: http://www.clevelandclinicmeded.com/medicalpubs/ diseasemanagement/preventive-medicine/aging-preventive-health/. Then create a brochure for patients to explain your findings."
536,"Visit http://www.choosemyplate.gov/ to research suggestions to help kids eat healthier foods. Create a list of tips for parents. Visit http://www.webmd.com/diet/food-fitness-planner/default.htm to create a food and fitness plan that fits your current height, weight, and lifestyle."
537,"Write a short speech that you would give to a group of school children between ages nine and thirteen. Explain to them how their sugar intake impacts their bodies and overall well-being. Consider the changing needs of an older adolescent, along with a teen’s access to food and desire to make dietary choices. Then create a three- day meal plan for a teenage boy or girl."
538,"most, sustainable agriculture can best be described as an umbrella term that encompasses food production and consumption practices that do not harm the environment, that do support agricultural communities, and that are healthy for the consumer.Sustainable Table. “Introduction to Sustainability.” Accessed October 10, 2011. http://www.sustainabletable.org/intro/. From factory farms to smaller-scale ranches and granges, sustainable farming practices are being implemented more and more as the long-term viability of the current production system has been called into question."
